client_id,gender,birthdate,social,first,middle,last,phone,email,address_1,address_2,zipcode,district_id
C00000013,Female,"Monday, June 22, 1987",618-33-8801,Mia,Hawa,Miller,840-168-6970,mia.miller@gmail.com,7429 Linden Drive,,47052,54
C00000014,Female,"Saturday, May 25, 1996",806-78-2944,Abigail,Inaaya,Davis,914-018-0811,abigail.davis5@gmail.com,708 Oak Valley St.,,10701,76
C00000015,Female,"Tuesday, March 8, 1977",711-78-2371,Emily,Joann,Garcia,556-415-7930,emily.garcia43@outlook.com,30 Brown St.,,49180,21
C00000016,Male,"Friday, September 18, 1970",923-11-6562,Alexander,Bronx,Lewis,760-882-7015,alexander.lewis3@gmail.com,734 Bay Meadows Street,Unit 80,41275,21
C00000017,Male,"Monday, October 30, 1972",800-28-6783,Michael,Clifton,Robinson,914-238-1020,michael.robinson2@gmail.com,907 Green Lake Court,,10702,76
C00000018,Female,"Thursday, March 18, 1976",392-61-8907,Charlotte,Joi,Rodriguez,914-823-6406,charlotte.rodriguez2@gmail.com,7463 Griffin St.,,10703,76
C00000019,Male,"Monday, February 8, 1999",832-01-3704,Benjamin,Denis,Walker,927-296-6436,benjamin.walker@gmail.com,8095 Devon Court,,48126,47
C00000020,Male,"Saturday, September 14, 1991",419-19-0547,Elijah,Grayden,Perez,886-176-3524,elijah.perez@gmail.com,597 Foster Street,,48787,46
C00000021,Female,"Sunday, May 17, 1981",139-70-2852,Harper,Juno,Wilson,894-384-1832,harper.wilson@outlook.com,6 Devon Court,,45780,12
C00000022,Female,"Thursday, April 14, 1988",157-87-6583,Madison,Kimberlyn,Martinez,212-093-8170,madison.martinez@gmail.com,7062 Temple Court,Unit 1B,10282,1
C00000023,Male,"Wednesday, October 8, 1980",158-18-4299,Daniel,Isa,Hall,212-803-8384,daniel.hall67@gmail.com,30 West Westport Dr.,,10009,1
C00000024,Female,"Tuesday, April 15, 1969",637-42-2042,Amelia,Leora,Anderson,302-681-4855,amelia.anderson8@gmail.com,44 Walt Whitman St.,,45260,43
C00000025,Female,"Wednesday, September 24, 1969",349-52-4604,Elizabeth,Lupita,Taylor,184-276-9486,elizabeth.taylor@gmail.com,92 Fairway Drive,,42325,21
C00000026,Female,"Friday, November 8, 1996",956-04-7186,Sofia,Makaila,Thomas,660-390-7055,sofia.thomas@gmail.com,17 East Glenridge Road,Apt. 3D,46300,74
C00000027,Female,"Tuesday, March 25, 1980",691-10-5744,Evelyn,Mari,Hernandez,407-745-6584,evelyn.mari.hernandez8@gmail.com,88 Second Dr.,,47795,54
C00000028,Male,"Wednesday, April 4, 1984",517-85-8773,Aiden,Jamil,Young,212-751-6276,aiden.young9@gmail.com,125 North Holly Dr.,,10158,1
C00000029,Female,"Saturday, March 4, 1972",518-96-1042,Avery,Mildred,Moore,996-691-7268,avery.moore@hotmail.com,327 Golf St.,,48851,30
C00000030,Female,"Friday, April 23, 1965",610-21-2152,Chloe,Odette,Martin,255-965-5392,chloe.martin8765@gmail.com,8 Pacific Lane,,42552,74
C00000031,Male,"Tuesday, April 21, 1992",318-55-4386,Logan,Judd,Allen,452-935-2140,logan.allen4@gmail.com,9953 Coffee Court,,46720,68
C00000032,Male,"Tuesday, September 24, 1991",755-20-3365,Matthew,Keyon,Sanchez,214-728-5200,matthew.sanchez3@gmail.com,8163 Sutor Court,,45291,52
C00000033,Female,"Sunday, January 15, 1967",956-56-8470,Ella,Triniti,Jackson,769-780-3102,ella.jackson4@outlook.com,940 Vale Lane,,46386,73
C00000036,Female,"Tuesday, March 20, 1962",611-81-5222,Grace,Emma,Thompson,530-856-5348,grace.thompson56@gmail.com,9675 Tanglewood Drive,,41755,7
C00000037,Male,"Thursday, August 2, 1979",288-95-5033,Lucas,Korben,Wright,854-055-8899,lucas.wright5@gmail.com,50 Elmwood Street,,48628,7
C00000038,Female,"Saturday, February 4, 1961",881-47-7103,Victoria,Olivia,White,976-965-9681,victoria.white43@gmail.com,329 Jockey Hollow Court,,48105,36
C00000039,Male,"Friday, January 17, 1964",426-18-0606,Jackson,Rishaan,King,918-846-9875,jackson.king@gmail.com,21 Middle River Drive,,43461,68
C00000040,Female,"Wednesday, January 4, 1978",461-50-3823,Aubrey,Sophia,Lopez,776-464-1839,aubrey.lopez@gmail.com,943 N. Birch Hill Avenue,,42125,5
C00000041,Male,"Sunday, July 26, 1998",779-39-2212,David,Yousif,Scott,232-353-1692,david.scott@outlook.com,8572 Mill Pond Rd.,,45895,22
C00000042,Male,"Sunday, January 20, 1963",472-48-0888,Oliver,Bailey,Green,334-407-0626,oliver.green@gmail.com,50 Smith Store Ave.,,45795,68
C00000043,Male,"Tuesday, April 9, 1968",445-32-4546,Jayden,Cedar,Baker,585-209-6726,jayden.baker4@gmail.com,38 Prairie Street,Unit 81,14602,75
C00000044,Female,"Monday, September 26, 1960",396-63-1548,Scarlett,Ann,Lee,184-418-5826,scarlett.lee@gmail.com,9461 Rockledge Street,,44504,38
C00000045,Male,"Wednesday, December 17, 1997",665-55-8941,Joseph,Ely,Adams,786-924-4329,joseph.adams@gmail.com,421 Vermont Drive,,42666,20
C00000046,Female,"Tuesday, July 28, 1992",883-63-2770,Zoey,Emma,Gonzalez,129-567-0397,zoey.gonzalez@gmail.com,9437 Greystone Drive,,42729,19
C00000047,Male,"Friday, April 30, 1993",247-03-1392,Gabriel,Jahlil,Nelson,914-406-1227,gabriel.jahlil.nelson@gmail.com,8953 Jones Street,,10704,76
C00000048,Male,"Thursday, April 15, 1999",392-60-6346,Samuel,Koby,Hill,627-964-4534,samuel.hill@gmail.com,14 Hanover Ave.,Unit 1B,41466,16
C00000049,Female,"Friday, February 18, 1994",918-27-5875,Addison,Olivia,Harris,492-103-4485,addison.harris@hotmail.com,7715 Prince Dr.,,43443,72
C00000050,Female,"Monday, June 2, 1986",874-41-6125,Lily,Sophia,Clark,874-304-7236,lily.clark@gmail.com,44 Fordham Ave.,,48339,39
C00000051,Female,"Thursday, December 30, 1971",605-79-6843,Lillian,Ava,Lewis,193-754-1578,lillian.lewis@gmail.com,948 Annadale St.,,48078,36
C00000052,Male,"Thursday, February 5, 1998",599-20-6019,Carter,Markel,Ramirez,594-267-8218,carter.ramirez@gmail.com,89 Henry Smith St.,,45430,32
C00000053,Male,"Monday, March 4, 1974",749-94-5094,Anthony,Oskar,Campbell,123-412-3909,anthony.campbell@outlook.com,8661 Dogwood Lane,,40915,64
C00000055,Female,"Tuesday, May 11, 1965",167-61-1121,Natalie,Isabella,Robinson,352-888-5607,natalie.robinson@gmail.com,114 Spring Street,,44611,45
C00000056,Male,"Sunday, February 5, 1989",986-31-0393,John,Rigoberto,Mitchell,943-306-4745,john.mitchell@gmail.com,174 Halifax Ave.,,40089,21
C00000057,Female,"Wednesday, December 16, 1981",767-26-4726,Hannah,Mia,Walker,410-131-4320,hannah.walker@gmail.com,62 South Manor Station Drive,,40846,21
C00000058,Female,"Saturday, September 1, 1979",810-95-8590,Aria,Abigail,Perez,212-621-0332,aria.perez@gmail.com,9122 South Fieldstone Dr.,,10116,1
C00000059,Male,"Tuesday, December 23, 1980",305-32-3513,Dylan,Tiberius,Roberts,212-616-4139,dylan.roberts@gmail.com,188 1st Road,,10199,1
C00000060,Male,"Sunday, May 19, 1963",534-35-1562,Luke,Wolfgang,Carter,694-391-2679,luke.carter@outlook.com,8604 Miller Rd.,,42452,67
C00000061,Female,"Friday, August 6, 1976",890-87-8722,Layla,Emily,Hall,452-815-2646,layla.hall@gmail.com,8673 Wakehurst Court,,47090,16
C00000062,Male,"Wednesday, December 7, 1960",721-99-5393,Henry,Chayce,Phillips,315-775-0721,henry.phillips@gmail.com,279 Mechanic Lane,,13201,77
C00000063,Male,"Tuesday, May 6, 1975",486-07-3316,Andrew,Deven,Evans,853-813-3217,andrew.evans@gmail.com,9 Iroquois St.,,46324,4
C00000064,Male,"Monday, April 10, 1989",538-17-0630,Isaac,Levon,Turner,750-089-7210,isaac.turner@gmail.com,9314 Lees Creek Rd.,,40005,20
C00000065,Female,"Tuesday, June 21, 1994",380-98-0077,Brooklyn,Charlotte,Young,716-102-4229,brooklyn.young@gmail.com,682 Linden Dr.,,14267,50
C00000066,Female,"Monday, March 1, 1965",269-51-2282,Alexa,Harper,Allen,212-875-6847,alexa.harper.allen@gmail.com,18 Rockville Dr.,,10087,1
C00000067,Female,"Sunday, January 26, 1997",400-72-8738,Zoe,Madison,Sanchez,254-359-7450,zoe.sanchez@gmail.com,388 Fawn Dr.,,45151,29
C00000068,Male,"Monday, May 4, 1998",854-39-7488,Christopher,Lloyd,Torres,798-103-7589,christopher.torres@hotmail.com,9855 Riverview Lane,,45109,43
C00000070,Male,"Sunday, April 3, 1983",618-58-1887,Joshua,Carsyn,Parker,956-519-0084,joshua.parker@gmail.com,70 Oak Ave.,,40489,70
C00000071,Female,"Friday, May 28, 1999",861-61-1685,Penelope,Amelia,Wright,365-143-7361,penelope.wright@gmail.com,9886 Ridgeview Street,,41039,70
C00000072,Male,"Sunday, October 24, 1976",613-29-1524,Wyatt,Devyn,Collins,542-643-2130,wyatt.collins@gmail.com,547 Marconi Court,,43117,47
C00000073,Male,"Tuesday, May 20, 1986",818-46-2099,Sebastian,Dov,Edwards,916-123-8829,sebastian.edwards@outlook.com,9187 Hillcrest Rd.,,42612,22
C00000074,Female,"Thursday, August 10, 1989",921-32-4873,Riley,Elizabeth,King,966-857-3250,riley.king@gmail.com,7 Ridgeview Street,,42021,22
C00000075,Female,"Friday, June 20, 1969",659-99-6511,Leah,Sofia,Scott,617-030-2759,leah.scott@gmail.com,35 Walnutwood Ave.,,41921,64
C00000076,Female,"Sunday, April 14, 1991",297-77-5386,Audrey,Evelyn,Green,293-545-7588,audrey.green@gmail.com,8109 Lake View Road,,47819,36
C00000077,Female,"Thursday, May 15, 1975",381-22-7472,Savannah,Avery,Baker,212-996-3299,savannah.baker@gmail.com,24 Leatherwood St.,,10114,1
C00000078,Female,"Sunday, January 31, 1999",309-65-8189,Allison,Chloe,Adams,206-534-4919,allison.adams@gmail.com,63 Bald Hill Street,,42644,16
C00000079,Female,"Thursday, May 28, 1998",869-81-2271,Samantha,Ella,Nelson,192-898-8157,samantha.nelson@outlook.com,808 Glenwood Street,,42623,37
C00000080,Female,"Saturday, February 3, 1979",132-47-0825,Nora,Grace,Hill,914-011-1365,nora.hill@gmail.com,366 Purple Finch Road,,44952,64
C00000081,Male,"Saturday, March 12, 1983",867-44-1568,Owen,Drayden,Stewart,427-771-2986,owen.stewart@gmail.com,874 Riverside Drive,,48427,8
C00000082,Female,"Saturday, September 11, 1999",100-94-2798,Skylar,Victoria,Ramirez,963-716-6263,skylar.ramirez@gmail.com,772 Sunnyslope Ave.,,45679,8
C00000083,Female,"Sunday, March 20, 1966",470-19-9896,Camila,Aubrey,Campbell,212-031-4727,camila.campbell@gmail.com,619 Whitemarsh Rd.,,10278,1
C00000084,Male,"Monday, October 25, 1993",495-13-7873,Caleb,Floyd,Flores,212-946-7532,caleb.flores@gmail.com,7100 Wintergreen Street,,10019,1
C00000085,Male,"Saturday, December 7, 1974",751-50-9916,Nathan,Fynn,Morris,212-601-6414,nathan.fynn.morris@gmail.com,6 East Young Circle,,10168,1
C00000086,Female,"Sunday, December 24, 1995",414-33-2516,Anna,Scarlett,Mitchell,212-302-5046,anna.mitchell@gmail.com,9360 Bayport Ave.,,10111,1
C00000087,Female,"Wednesday, August 19, 1992",145-42-2241,Paisley,Zoey,Roberts,112-422-3285,paisley.roberts@hotmail.com,673 East Ramblewood Street,,45190,72
C00000089,Female,"Monday, August 22, 1960",802-29-4364,Ariana,Addison,Carter,212-320-0620,ariana.carter@gmail.com,94 Chestnut Rd.,,10175,1
C00000090,Male,"Friday, May 8, 1964",141-54-7729,Ryan,Jaron,Nguyen,917-017-6595,ryan.nguyen@gmail.com,921 Lake Forest Dr.,,42164,52
C00000091,Male,"Friday, April 16, 1965",530-30-1461,Jack,Kaius,Murphy,831-379-6638,jack.murphy@gmail.com,556 South Schoolhouse St.,,40947,63
C00000092,Female,"Saturday, January 25, 1997",790-98-9800,Ellie,Lily,Phillips,485-505-9594,ellie.phillips@outlook.com,40 Myers Lane,,47075,74
C00000093,Male,"Thursday, October 3, 1963",350-92-7187,Hunter,Kyran,Rivera,388-389-6102,hunter.rivera@gmail.com,6 Theatre Street,,43964,3
C00000094,Male,"Saturday, December 12, 1992",766-62-4458,Levi,Laken,Cook,933-101-0725,levi.cook@gmail.com,353 Birchpond Court,Unit 7,44476,43
C00000095,Female,"Saturday, July 7, 1979",744-82-5035,Aaliyah,Lillian,Evans,208-186-5708,aaliyah.evansw@gmail.com,6 Alderwood Ave.,,43812,43
C00000096,Male,"Friday, November 2, 1973",848-45-1989,Christian,Monte,Rogers,708-773-3715,christian.rogers@gmail.com,12 Selby Street,,44520,74
C00000097,Male,"Wednesday, August 6, 1980",109-31-5533,Jaxon,Stephon,Morgan,348-250-2252,jaxon.morgan@gmail.com,9079 Bald Hill Drive,,42423,26
C00000098,Female,"Monday, April 13, 1998",951-79-2346,Claire,Natalie,Turner,194-309-8767,claire.turner@outlook.com,86 Manchester Street,,44715,33
C00000099,Male,"Saturday, May 29, 1999",378-12-6869,Julian,Britton,Peterson,805-269-0051,julian.peterson@gmail.com,478 High Ridge Street,,40996,33
C00000100,Female,"Tuesday, December 5, 1972",744-16-6873,Violet,Hannah,Torres,912-067-2706,violet.torres@gmail.com,626 Arlington Rd.,Unit 77,47410,44
C00000101,Male,"Sunday, May 29, 1966",110-19-8110,Landon,Estevan,Cooper,294-252-5352,landon.cooper3@gmail.com,221 Ashley Rd.,,47959,68
C00000102,Female,"Tuesday, May 20, 1975",710-90-1424,Stella,Aria,Parker,181-988-1584,stella.parker@gmail.com,238 Foxrun St.,,48791,74
C00000103,Male,"Tuesday, October 25, 1988",851-42-9875,Grayson,Johnnie,Reed,440-368-5820,grayson.reed45@gmail.com,745 Bellevue Lane,,42641,74
C00000105,Male,"Wednesday, March 16, 1994",407-34-0962,Jonathan,Jones,Bailey,255-585-1034,jonathan.jones.bailey66@gmail.com,50 Wild Rose Court,,43442,31
C00000106,Female,"Thursday, January 13, 1983",138-45-7585,Sadie,Layla,Collins,735-784-3483,sadie.collins6@gmail.com,28 Cypress St.,,48179,68
C00000107,Male,"Monday, October 1, 1984",611-47-0052,Isaiah,Khari,Bell,212-795-3118,isaiah.bell2@hotmail.com,9847 Fairway Street,,10153,1
C00000108,Male,"Saturday, August 23, 1986",596-89-3904,Charles,Kyrin,Gomez,505-026-3653,charles.gomez2@gmail.com,9731 Coffee Court,,44663,17
C00000110,Female,"Saturday, December 21, 1985",860-40-3259,Mila,Brooklyn,Edwards,634-013-0057,mila.edwards2@gmail.com,9638 Carson Rd.,,40966,2
C00000112,Male,"Tuesday, April 3, 1979",301-84-8451,Thomas,Marcelino,Kelly,212-121-5550,thomas.kelly2@gmail.com,169 Lyme Street,,10104,1
C00000113,Female,"Friday, June 30, 1995",759-36-2321,Gabriella,Alexa,Stewart,212-540-6403,gabriella.stewart@outlook.com,258 Lexington Ave.,,10022,1
C00000114,Female,"Thursday, January 30, 1969",741-67-2549,Lucy,Zoe,Flores,624-232-3244,lucy.flores3@gmail.com,39 Buttonwood St.,,40296,74
C00000115,Male,"Friday, May 16, 1980",888-01-0488,Aaron,Matheo,Howard,731-959-1602,aaron.howard567@gmail.com,9174 Hall Ave.,,47307,74
C00000116,Male,"Tuesday, September 25, 1962",981-57-2148,Eli,Olin,Ward,778-761-9826,eli.ward8@gmail.com,441 Dunbar Drive,,41687,74
C00000117,Female,"Friday, April 2, 1993",791-38-4367,Arianna,Penelope,Morris,481-866-1887,arianna.morris@gmail.com,45 Jefferson Circle,,43629,74
C00000118,Male,"Thursday, March 4, 1999",248-83-2375,Connor,Arman,Cox,978-209-1646,connor.cox@gmail.com,142 Lantern St.,,1850,55
C00000119,Female,"Monday, August 21, 1995",913-64-1231,Kennedy,Riley,Nguyen,978-455-1920,kennedy.nguyen@outlook.com,9719 Summit Street,,1851,55
C00000120,Male,"Friday, October 30, 1964",332-17-4598,Jeremiah,Banks,Diaz,212-712-7618,jeremiah.diaz@gmail.com,75 Wood Road,,10016,1
C00000121,Female,"Monday, January 14, 1963",178-16-7986,Sarah,Leah,Murphy,958-281-5227,sarah.murphy456@gmail.com,8537 Greenrose Drive,,49550,41
C00000122,Female,"Tuesday, May 19, 1970",945-61-4380,Madelyn,Audrey,Rivera,886-432-0564,madelyn.rivera@gmail.com,9417 Green Hill St.,,44133,35
C00000123,Male,"Wednesday, August 21, 1968",413-51-2131,Cameron,Damoni,Richardson,679-738-5511,cameron.richardson2@gmail.com,39 Pawnee Street,,41580,11
C00000124,Male,"Sunday, July 29, 1979",125-45-9860,Josiah,Dev,Wood,774-647-0604,josiah.wood@gmail.com,884 Helen St.,,42152,44
C00000125,Male,"Saturday, September 5, 1970",340-30-8988,Adrian,Nazir,Watson,431-892-6138,adrian.nazir.watson3245@gmail.com,7526 Jockey Hollow St.,,46846,37
C00000126,Female,"Wednesday, December 27, 1961",108-55-7537,Eleanor,Savannah,Cook,666-552-5596,eleanor.cook45@gmail.com,178 North Rocky River Rd.,,47191,37
C00000127,Female,"Friday, August 12, 1983",844-86-0801,Kaylee,Allison,Rogers,231-192-1790,kaylee.rogers4@hotmail.com,250 Linda St.,,43043,21
C00000128,Female,"Wednesday, February 19, 1975",711-28-5807,Caroline,Samantha,Morgan,849-781-6183,caroline.morgan6@gmail.com,1 Durham Street,,49053,63
C00000129,Female,"Sunday, August 26, 1973",448-80-4157,Hazel,Nora,Peterson,517-452-4831,hazel.peterson7@gmail.com,3 Rock Maple St.,,49392,64
C00000130,Male,"Sunday, August 8, 1999",166-79-1395,Colton,Yakov,Brooks,249-709-3187,colton.brooks88@gmail.com,7527 Atlantic Ave.,,46145,53
C00000131,Female,"Sunday, January 21, 1973",433-02-1643,Hailey,Skylar,Cooper,719-766-1799,hailey.cooper@outlook.com,36 Grandrose Circle,,42598,53
C00000132,Male,"Tuesday, December 4, 1984",242-00-0477,Jordan,Domenic,Bennett,133-274-1580,jordan.bennett@gmail.com,691 Holly Rd.,,45358,36
C00000134,Male,"Thursday, April 30, 1998",428-49-5347,Brayden,Fischer,Gray,396-556-0077,brayden.gray@gmail.com,220 Railroad Street,,42012,6
C00000135,Female,"Tuesday, May 25, 1965",317-19-3685,Genesis,Camila,Reed,682-640-6565,genesis.reed@gmail.com,733 Birchwood Street,,45858,6
C00000136,Female,"Friday, September 27, 1996",807-30-9613,Kylie,Anna,Bailey,978-722-6846,kylie.bailey@gmail.com,16 NW. Rosewood Drive,,1852,55
C00000137,Male,"Tuesday, February 20, 1979",531-23-5008,Nicholas,Henley,James,781-112-2258,nicholas.james@gmail.com,7685 Temple Circle,Unit 76,1902,60
C00000138,Female,"Thursday, January 15, 1987",896-53-5481,Autumn,Paisley,Bell,823-052-1885,autumn.bell@outlook.com,60 Somerset Lane,,46329,54
C00000139,Female,"Friday, March 1, 1996",763-84-9255,Piper,Ariana,Gomez,297-775-1627,piper.gomez@gmail.com,47 S. Inverness Street,,43854,8
C00000140,Male,"Thursday, October 8, 1992",231-87-0410,Robert,Maxon,Reyes,129-459-8762,robert.reyes@gmail.com,517 Willow Street,,45693,8
C00000141,Male,"Friday, April 26, 1996",926-20-5366,Angel,Morris,Cruz,660-738-4405,angel.cruz@gmail.com,170 Carson Street,,48957,31
C00000142,Male,"Saturday, November 28, 1970",523-08-3259,Hudson,Raylen,Hughes,545-468-8110,hudson.hughes@gmail.com,425 Liberty St.,,42917,68
C00000143,Male,"Friday, March 31, 1989",834-67-7554,Lincoln,Saif,Price,206-797-2227,lincoln.price@gmail.com,796 Fieldstone Court,,40289,27
C00000144,Male,"Thursday, May 5, 1966",633-93-6681,Evan,Stryker,Myers,617-418-3449,evan.stryker.myers@gmail.com,351 Howard Ave.,,2456,65
C00000145,Male,"Thursday, November 28, 1963",143-72-0843,Dominic,Yariel,Long,978-950-6914,dominic.long@gmail.com,71 Glen Ridge St.,,1853,55
C00000146,Female,"Saturday, September 24, 1994",845-74-4060,Maya,Ellie,Kelly,917-678-2836,maya.kelly3@hotmail.com,8934 San Pablo Lane,,44598,31
C00000147,Female,"Thursday, April 9, 1998",284-76-0554,Nevaeh,Aaliyah,Howard,227-130-5461,nevaeh.howard33@gmail.com,9 W. Glendale St.,,46886,21
C00000148,Male,"Friday, March 19, 1999",668-49-1531,Austin,Zaine,Foster,332-645-9533,austin.foster@gmail.com,15 Pulaski Drive,,49466,21
C00000149,Male,"Wednesday, January 6, 1965",650-16-4522,Gavin,Arnav,Sanders,978-736-6534,gavin.sanders2@gmail.com,999 Sherman Lane,,1854,55
C00000150,Female,"Friday, February 21, 1986",426-44-6750,Serenity,Claire,Ward,432-235-7809,serenity.ward@outlook.com,500 Oakland St.,,42223,2
C00000151,Female,"Saturday, April 7, 1979",942-60-9820,Peyton,Violet,Cox,413-851-1619,peyton.cox@gmail.com,48 N. High St.,,1102,51
C00000152,Female,"Thursday, December 31, 1987",895-14-4136,Mackenzie,Stella,Diaz,888-195-2257,mackenzie.diaz@gmail.com,8338 Mammoth Rd.,,46823,29
C00000153,Female,"Monday, May 18, 1970",838-92-7283,Bella,Sadie,Richardson,702-230-1685,bella.richardson@gmail.com,8426 Tarkiln Hill St.,,44473,13
C00000154,Male,"Monday, August 1, 1966",829-71-8127,Nolan,Austyn,Ross,833-497-8240,nolan.ross@gmail.com,814 Ocean Street,Apt. 4D,45276,74
C00000155,Female,"Wednesday, June 19, 1985",814-89-6164,Eva,Mila,Wood,717-989-7187,eva.wood@gmail.com,37 North Lexington St.,,43197,74
C00000156,Female,"Tuesday, September 21, 1993",296-46-9416,Taylor,Gabriella,Watson,711-889-0733,taylor.watson@outlook.com,1 Logan Rd.,,42630,54
C00000157,Female,"Saturday, October 6, 1962",489-03-3905,Naomi,Lucy,Brooks,788-598-3153,naomi.brooks@gmail.com,89 Catherine St.,,48482,52
C00000158,Female,"Tuesday, July 8, 1980",381-80-4650,Aubree,Arianna,Bennett,453-125-2846,aubree.bennett@gmail.com,9315 South Lane,,44477,40
C00000159,Male,"Friday, February 22, 1980",636-04-7309,Parker,Azriel,Morales,119-423-3456,parker.morales@gmail.com,789 Old York St.,,46842,40
C00000160,Female,"Sunday, January 9, 1966",361-60-9017,Aurora,Kennedy,Gray,708-775-5257,aurora.gray@gmail.com,651 High Ridge Road,,46913,64
C00000161,Female,"Monday, March 26, 1984",252-81-7063,Melanie,Sarah,James,488-733-1885,melanie.james@gmail.com,9946 Plymouth Dr.,,48530,34
C00000162,Male,"Sunday, September 19, 1976",279-36-2586,Adam,Braxten,Powell,617-771-2656,adam.braxten.powell@gmail.com,217 Iroquois St.,,2458,65
C00000163,Male,"Friday, August 7, 1987",208-38-8235,Chase,Caspian,Sullivan,190-702-8786,chase.sullivan@gmail.com,70 S. Prince Ave.,,45141,74
C00000164,Female,"Saturday, December 3, 1994",247-44-8312,Lydia,Madelyn,Reyes,786-037-1071,lydia.reyes@hotmail.com,68 Foster Road,,49947,70
C00000165,Male,"Friday, August 5, 1966",911-72-7087,Jace,Damir,Russell,451-876-8255,jace.russell@gmail.com,91 North Hilldale Avenue,,45391,22
C00000166,Female,"Wednesday, August 25, 1965",544-74-4738,Brianna,Eleanor,Cruz,327-683-0630,brianna.cruz@gmail.com,298 Garden St.,,47211,22
C00000167,Female,"Friday, November 18, 1966",753-64-4273,Ruby,Kaylee,Hughes,518-520-3878,ruby.hughes@gmail.com,8555 Academy St.,,44650,38
C00000168,Female,"Thursday, April 13, 1967",759-53-1661,Katherine,Caroline,Price,891-470-9210,katherine.price@outlook.com,81 3rd Street,,44745,24
C00000169,Male,"Saturday, November 6, 1965",386-28-6624,Ian,Dwight,Ortiz,441-222-0909,ian.ortiz@gmail.com,9688 Argyle St.,,42391,38
C00000170,Female,"Monday, February 3, 1997",197-59-9732,Ashley,Hazel,Myers,946-045-8160,ashley.myers@gmail.com,165 Southampton St.,,40155,38
C00000171,Male,"Wednesday, July 2, 1997",574-35-3018,Cooper,Jasiel,Jenkins,413-478-2565,cooper.jenkins@gmail.com,7460 Lakewood Dr.,,1103,51
C00000172,Female,"Sunday, December 26, 1999",193-44-0980,Alexis,Hailey,Long,413-479-0025,alexis.long@gmail.com,689 Franklin Ave.,,1104,51
C00000173,Female,"Thursday, February 13, 1986",387-21-6253,Alice,Genesis,Foster,626-167-5233,alice.foster@gmail.com,22 Middle River Drive,,40697,21
C00000174,Male,"Friday, May 8, 1998",240-38-9745,Easton,Javian,Gutierrez,924-761-7943,easton.gutierrez@outlook.com,82 Peg Shop St.,,47608,10
C00000175,Male,"Sunday, February 13, 1977",811-71-9552,Kevin,Maddex,Perry,433-465-6931,kevin.perry@gmail.com,8019 West Howard Lane,,45938,31
C00000176,Male,"Friday, May 7, 1965",374-39-6600,Jose,Rio,Butler,756-363-9393,jose.butler@gmail.com,8418 Tanglewood Circle,,41595,4
C00000178,Male,"Tuesday, March 30, 1965",613-87-6043,Tyler,Yasin,Barnes,388-129-0151,tyler.barnes@gmail.com,32 Mountainview Street,,44871,8
C00000179,Male,"Sunday, October 31, 1999",235-39-1309,Brandon,Dewayne,Fisher,822-121-5569,brandon.fisher4@gmail.com,9895 Boston Ave.,,46874,43
C00000180,Male,"Monday, July 30, 1990",536-55-3734,Asher,Kylar,Henderson,313-346-5449,asher.henderson5@gmail.com,120 East Greystone Dr.,,40498,73
C00000181,Male,"Monday, October 23, 1961",833-63-8435,Jaxson,Mattias,Coleman,914-449-6685,jaxson.mattias.coleman@gmail.com,910 Applegate Dr.,,10705,76
C00000182,Female,"Friday, December 1, 1972",627-37-4974,Cora,Kylie,Sanders,914-347-0917,cora.sanders@gmail.com,377 Valley View St.,,10706,76
